Sentence ID,Biased Sentences,Sources,Toxicity,T-A Combination
11251,就是看不起福佬人自以為是，嘲諷其他族群,Youtube,0,"[('福佬人', '自以為是')]"
11339,其實很多老一輩的閩南人真的會歧視不講台語的任何人,Youtube,0,"[('福佬人', '族群/種族歧視')]"
11435,遇到一堆閩南人小氣摳門的要死,Youtube,0,"[('閩南人', '小氣'), ('閩南人', '摳')]"
11440,閩南人才是小氣、摳,Youtube,0,"[('閩南人', '小氣'), ('閩南人', '摳')]"
11593,當你遇到一個小氣的閩南人時，你就可以知道一個人可以小氣到什麼程度,Youtube,0,"[('閩南人', '小氣')]"
11625,我從小到大看到的閩南人同學摳門的一堆，但他們往往不會承認,Youtube,0,"[('閩南人', '摳')]"
11737,我有遇過很小氣的閩南主管，閩南人幾乎等於小氣,Youtube,0,"[('閩南人', '小氣')]"
11743,我遇到好多閩南人摳到爆炸,Youtube,0,"[('閩南人', '摳')]"
11802,閩南人自己愛佔人便宜，然後佔不到別人便宜就會說人小氣。,Youtube,0,"[('閩南人', '佔人便宜'), ('閩南人', '小氣')]"
12070,偏見福佬人就是會為了自己利益醜化其他族群,Youtube,0,"[('福佬人', '利益')]"
12156,閩南人很雙標，別人小氣一下不可以，自己被虧說貪心又不負責任的時候就很生氣，,Youtube,0,"[('閩南人', '貪'), ('閩南人', '小氣')]"
12420,閩南人才小氣吧，台灣很多老闆都是閩南人薪水給那麼低,Youtube,0,"[('閩南人', '小氣')]"
12650,閩南人很愛裝、很假,Youtube,0,"[('閩南人', '性格/行為')]"
12827,民進黨是閩南人的黨，為了不被最大族群打壓所以靠向另一個可以制衡的黨,Youtube,0,"[('閩南人', '民進黨')]"
12838,閩南人為了利益很會出賣自己人,Youtube,0,"[('閩南人', '利益'), ('閩南人', '出賣')]"
12973,真的愛佔便宜的都是閩南人,Youtube,0,"[('閩南人', '愛佔便宜')]"
13053,閩南人唯利是圖的一堆,Youtube,0,"[('閩南人', '唯利是圖')]"
13103,我當兵遇到的，都是閩南人小氣，愛佔便宜。,Youtube,0,"[('閩南人', '小氣'), ('閩南人', '愛佔便宜')]"
13149,歧視其他族群的其實很多都是那些喊愛台灣的南部人，他們覺得台灣只能有台灣人、也就是閩南人，所以拼死命的排斥異己。,Youtube,0,"[('閩南人', '南部')]"
13205,我以前在閩南人老闆公司工作，摳門到極致，閩南人真的也很小氣,Youtube,0,"[('閩南人', '摳'), ('閩南', '小氣')]"
13207,閩南也很小氣愛佔便宜，,Youtube,0,"[('閩南', '小氣'), ('閩南', '愛佔便宜')]"
13226,閩南人才是最扯的，喜歡種族歧視別人，喜歡批評別人，喜歡搞族群分裂，然後卻從來不檢討自己,Youtube,1,"[('閩南人', '族群分裂')]"
13556,我們閩南人都吃番膏的啦,Youtube,0,"[('閩南人', '番膏')]"
13597,我遇到一堆閩南人才小氣又摳門，笑死,Youtube,0,"[('閩南人', '小氣'), ('閩南人', '摳')]"
13769,閩南人小氣佔人便宜，計較的也很多,Youtube,0,"[('閩南人', '小氣'), ('閩南人', '佔人便宜')]"
13821,我雖然是閩南人，但我還是比較討厭閩南人，自私自利一堆嗎,Youtube,1,"[('閩南人', '自私')]"
19164,別理那個一直嘴砲的酸民，他就是典型閩南沙文主義。,Youtube,0,"[('閩南', '沙文')]"
28150,閩南人貪財不意外,PTT,0,"[('閩南人', '貪財')]"
77824,母豬與南部閩南台男最後的聖地,PTT,1,"[('閩南', '南部')]"
88876,閩南人也一堆小氣、重男輕女,PTT,0,"[('閩南人', '小氣')]"
88924,我認識的閩南人貪得要死,PTT,1,"[('閩南人', '貪')]"
88934,閩南人更噁心好不，每次都在哪帶風向,PTT,1,"[('閩南人', '風向')]"
88957,閩南同事心機超重,PTT,0,"[('閩南', '心機')]"
96681,閩南人低能習俗,PTT,1,"[('閩南人', '習俗')]"
96687,閩南人三寶：嫌貴、媽祖、八家將,PTT,0,"[('閩南人', '八家將')]"
153418,台語就是包含台灣這土地上所有的語言，只有閩南沙豬才會認為台語專指閩南語,PTT,1,"[('閩南', '沙豬')]"
178591,民進黨這群閩南沙豬 不懂感恩就算了，還背刺,PTT,1,"[('閩南', '民進黨'), ('閩南', '沙豬')]"
302509,閩南背骨仔,PTT,1,"[('閩南', '背骨')]"
316107,閩南仔既得利益嘴臉不意外 ，什麼大腿都可以抱,PTT,1,"[('閩南', '利益')]"
370296,正藍愛中華民國的很多，反倒是一堆閩南福佬滿滿賣國DNA,PTT,1,"[('閩南', '賣國'), ('福佬', '賣國')]"
411312,南部閩南人不意外,PTT,0,"[('閩南人', '南部')]"
498974,閩南人陋習不意外,PTT,1,"[('閩南人', '陋習')]"
568487,自私死要錢福佬人越多的地方就等於越老越窮,PTT,1,"[('福佬人', '要錢'), ('福佬人', '自私')]"
572215,閩南沙文主義真可恥,PTT,1,"[('閩南', '沙文')]"
625369,閩南人劣根性太強,PTT,0,"[('閩南人', '劣根性')]"
625371,閩南人繁殖能力又跟蟑螂一樣強,PTT,1,"[('閩南人', '蟑螂')]"
738146,臺灣的閩南沙文主義完全不減,PTT,0,"[('閩南', '沙文')]"
774948,閩南語也是支那語,PTT,1,"[('閩南', '支那')]"
779296,怎麼有白癡韭菜支那閩南賤畜崩潰了?,PTT,1,"[('閩南', '支那')]"
853529,不要忘記閩南人吃番膏的時代,PTT,1,"[('閩南人', '番膏')]"
857246,唬爛也有人信? 閩南豬全部滾回支那好嗎,PTT,1,"[('閩南', '支那')]"
915426,閩南人日常啊，最愛吃最愛做地溝油跟支那人一樣,PTT,1,"[('閩南人', '支那')]"
932550,閩南人貪小便宜,PTT,0,"[('閩南人', '貪小便宜')]"
972531,宮廟不消失，講閩南語永遠是丟臉,PTT,1,"[('閩南', '宮廟')]"
972708,閩南人： 貪小便宜,PTT,0,"[('閩南人', '貪小便宜')]"
972740,閩南沙豬又發作了,PTT,1,"[('閩南', '沙豬')]"
972747,閩南貪小便宜,PTT,0,"[('閩南人', '貪小便宜')]"
972767,講閩南人貪婪他們就會生氣了,PTT,1,"[('閩南人', '貪婪')]"
972777,應該是閩南人開始傳的，閩南人才是小氣始祖,PTT,0,"[('閩南人', '小氣')]"
972779,閩南人就很心機阿，知道打不過暗地裡開始背刺,PTT,0,"[('閩南人', '心機')]"
1085166,有錢人之所以有錢是因為夠計較！一堆有錢人都是閩南人，所以大家說誰比較摳門？,PTT,1,"[('閩南人', '摳')]"
1139059,跟閩南人煮番膏一樣嗎?,PTT,1,"[('閩南人', '番膏')]"
1150289,被敵國偵察機拍還要跪下來舔的大概也只有支那閩南人了吧,PTT,1,"[('閩南人', '支那')]"
1164136,閩南沙文主義不意外,PTT,0,"[('閩南', '沙文')]"
1175114,支那閩南人整天以正統台灣人自居，看了就想吐,PTT,1,"[('閩南人', '支那')]"
1206273,台灣一堆滯台支那閩南人覺青,PTT,1,"[('閩南人', '支那')]"
1251617,大閩南蟑螂殺文啦,PTT,1,"[('閩南', '蟑螂')]"
1251637,看看這些滯台閩南蟑螂，真他媽井蛙,PTT,1,"[('閩南', '蟑螂')]"
1311834,閩南人的劣根性啊，貪財怕死愛面子,PTT,1,"[('閩南人', '怕死'), ('閩南人', '貪財'), ('閩南人', '愛面子'), ('閩南人', '劣根性')]"
1324651,閩南人都是支那賤畜的後代，罵他們等於罵到自己,PTT,1,"[('閩南人', '支那')]"
1602513,民進黨是大福佬主義,PTT,0,"[('福佬', '民進黨')]"
1636173,南部本省掛就這風格，說時吹得丁噹響，實作讓人笑到每丁每噹這風格也影響南部勢力為主的綠共黨，目前靠騙台取得政權,PTT,1,"[('本省', '綠'), ('本省', '南部')]"
5900200,閩南沙文主義,PTT,0,"[('閩南', '沙文')]"
6207536,就閩南支那要吹噓祖國的偉大,PTT,1,"[('閩南', '支那')]"
6357629,中南部閩南人可愛吃這類便宜貨了,PTT,0,"[('閩南人', '南部')]"
6543281,覺青滿腦子大福佬沙文主義,PTT,0,"[('福佬', '沙文')]"
6907263,本省人貪婪,PTT,0,"[('本省人', '貪婪')]"
6963620,閩南語都低能南部人在講應該滅絕,PTT,1,"[('閩南', '南部')]"
7655244,閩南人就愛面子,PTT,0,"[('閩南人', '愛面子')]"
7751594,本省南部人都淹掉最好,PTT,1,"[('本省', '南部')]"
7928462,南部人的血統就閩南漳州的血統，低賤我在漳州待過一陣子，還以為在台灣南部勒水準真牠媽的有夠差,PTT,1,"[('閩南', '綠'), ('閩南', '南部')]"
8041819,問閩南人同事有沒有要回南部.搭便車再請喝一瓶養樂多,PTT,0,"[('閩南人', '南部')]"
8041824,沒有的話找南部閩南人同事同車,PTT,0,"[('閩南人', '南部')]"
9183811,這麼愛面子，你應該是遇到討生活的閩南人,PTT,0,"[('閩南人', '愛面子')]"
9183813,以上這麼愛面子的肯定閩南人,PTT,0,"[('閩南人', '愛面子')]"
9183818,那摸愛面子還敢說自己不是閩南人,PTT,0,"[('閩南人', '愛面子')]"
9195371,你真的把有些只知道收錢的垃圾閩南人想太高了，這種只會摳門的不會願意花錢的,PTT,1,"[('閩南人', '摳')]"
9343354,我台北本省人，但是我覺得南部本省,PTT,0,"[('本省', '南部'), ('本省人', '南部')]"
9360010,閩南人一點點利益受損就可以立馬背叛了,PTT,0,"[('閩南人', '利益')]"
9389562,個人認為本土人吃本土人短視近利，炒作短期仇視義憤的意識形態是鬼島政治最大的硬傷,PTT,1,"[('本土人', '短視近利')]"
9543964,閩南文化不是支那人的嗎？怎麼一堆人生氣氣是五毛嗎,PTT,1,"[('閩南', '支那')]"
9543966,討厭的閩南宮廟文化,PTT,0,"[('閩南', '宮廟')]"
9546332,愛面子、講話愛吹愛牽拖就是本省人啊,PTT,0,"[('本省人', '愛面子'), ('本省人', '牽拖')]"
9550970,閩南人省出食安危機又省又黑心,PTT,1,"[('閩南人', '食安')]"
9813094,噁心閩南宮廟文化,PTT,1,"[('閩南', '宮廟')]"
10154548,閩南人比較實際，誰給錢誰就是老大貪財怕死愛面子，才是亂世生存之道,PTT,1,"[('閩南人', '怕死'), ('閩南人', '貪財'), ('閩南人', '愛面子')]"
10339762,閩南沙文法西斯政黨，選上了是台灣的悲哀,PTT,1,"[('閩南', '沙文')]"
10346470,智商低的支那閩南吸毒仔有什麼好期待的,PTT,1,"[('閩南', '支那')]"
10492335,民進黨就閩南勢力阿,PTT,0,"[('閩南', '民進黨')]"
10492337,民進黨是福佬黨,PTT,0,"[('福佬', '民進黨')]"
10913188,幹你娘的，閩南人真一堆垃圾自私鬼,PTT,1,"[('閩南人', '自私')]"
10924526,低端閩南深綠老男不意外,PTT,1,"[('閩南', '綠')]"
10969866,算了吧閩南，那個劣根性1450就知道,PTT,1,"[('閩南', '劣根性')]"
11081721,民族劣根性，閩南人的死樣子很難改,PTT,1,"[('閩南人', '劣根性')]"
11144618,像閩南人愛佔便宜,PTT,0,"[('閩南人', '愛佔便宜')]"
11209364,閩南人貪生怕死,PTT,1,"[('閩南人', '怕死'), ('閩南人', '貪')]"
11235655,福佬沙文主義棒棒,PTT,0,"[('福佬', '沙文')]"
11257942,一堆沒水準的閩南沙豬愛搞霸凌就沒落了,PTT,1,"[('閩南', '沙豬')]"
11257956,閩南語沙文霸權，順台灣價值當道風順水一手好牌,PTT,1,"[('閩南', '沙文')]"
11465950,閩南人也太噁了吧，什麼南部鬼地方,PTT,1,"[('閩南人', '南部')]"
11465958,南部閩南人又正常發揮了,PTT,0,"[('閩南人', '南部')]"
11500401,閩南沙文主義又來了,PTT,0,"[('閩南', '沙文')]"
11621678,台灣人的閩南族群：我們只舔利益始終如一,PTT,1,"[('閩南', '利益')]"
11702238,就閩南沙豬只想跪著舔,PTT,1,"[('閩南', '沙豬')]"
11737375,閩南人就有這種劣根性完全不意外,PTT,1,"[('閩南人', '劣根性')]"
11766883,閩南人的爭權內鬥文化，台灣人可憐啊！,PTT,1,"[('閩南人', '意識形態/政治')]"
11794538,閩南人只重視自我利益，不在乎團隊紀律,PTT,0,"[('閩南人', '利益')]"
11802005,像他們這種本省投機背骨的寄生蟲都要被肅清，垃圾就是要被焚化處理,PTT,1,"[('本省', '背骨'), ('本省', '投機')]"
11865024,民進黨執政四年，官方語言可以改閩南語了吧,PTT,0,"[('閩南', '民進黨')]"
11909486,話術政府，南部福佬低端覺青的最愛,PTT,1,"[('福佬', '南部')]"
11920072,把支那閩南人的矮黑乾瘦基因洗掉也好，要不然台男都一堆醜宅能看嗎？,PTT,1,"[('閩南人', '支那')]"
11923799,低端福佬蟑螂,PTT,1,"[('福佬', '蟑螂')]"
11986580,閩南人死要錢，台獨只是嘴巴說說的啦,PTT,1,"[('閩南人', '要錢')]"
11994659,智障閩南南部人吧,PTT,1,"[('閩南', '南部')]"
12049421,閩南仔日常，有錢就貪、有權就鬥，一群垃圾人,PTT,1,"[('閩南', '貪')]"
12106149,現在閩南人大搞沙文主義，其他都不該留，真棒棒,PTT,1,"[('閩南人', '沙文')]"
12131815,吃番肉番膏的福佬,PTT,1,"[('福佬', '番膏')]"
12383930,閩南人水準不意外跟支那人一副德性,PTT,0,"[('閩南人', '支那')]"
12408809,福建閩南支那賤畜的後代都變成拉機綠畜,PTT,1,"[('閩南', '支那'), ('閩南', '綠')]"
12438864,民進黨支持者都閩南人,PTT,0,"[('閩南人', '民進黨')]"
12466966,閩南人貪財亂搞不意外,PTT,1,"[('閩南人', '貪財')]"
14780845,遇到一堆閩南人都是小氣得要死又愛面子,PTT,0,"[('閩南人', '小氣'), ('閩南人', '愛面子')]"
14836062,南部閩南人真他媽一堆賣國賊,PTT,1,"[('閩南人', '賣國'), ('閩南人', '南部')]"
14910908,福佬人都有賣國賊基因，台灣人要記住！這些人心裡只有錢,PTT,1,"[('福佬人', '賣國')]"
15181823,因為他們沒看過摳門到極點的閩南人,PTT,1,"[('閩南人', '摳')]"
15181839,閩南鄉鎮的宮廟神壇之多，讓人覺得台灣沒希望,PTT,1,"[('閩南', '宮廟')]"
15181854,閩南人的膝蓋都直接軟,PTT,0,"[('閩南人', '性格/行為')]"
15565309,閩南人貪小便宜不意外,PTT,0,"[('閩南人', '貪')]"
17020501,閩南人就是貪財,PTT,0,"[('閩南人', '貪財')]"
20306608,閩南人才他媽背骨,PTT,1,"[('閩南人', '背骨')]"
20306617,閩南人才背骨,PTT,1,"[('閩南人', '背骨')]"
20374964,歷史上的賣國賊全都是福佬人,PTT,1,"[('福佬人', '賣國')]"
20404013,閩南人只會說228而已,PTT,0,"[('閩南人', '228')]"
20855765,閩南人除了貪汙還會幹嘛？,PTT,0,"[('閩南人', '貪')]"
20942269,福佬人內鬥又愛錢，會賣國也不是今天才知道的事,PTT,0,"[('福佬人', '賣國')]"
21052544,福佬人都是賣國賊，台灣人要記住！,PTT,0,"[('福佬人', '賣國')]"
21754398,閩南人收不得，會吃番膏,PTT,1,"[('閩南人', '番膏')]"
21778161,本省人自稱中國台北、賣國求榮的也不少啊,PTT,0,"[('本省人', '賣國')]"
21951716,我祖父也是日據時代當日本保證，專門替台灣人伸張正義、保護村民，不像福佬人 閩南人，只會出張嘴、好吃懶做、背骨、嘴砲一堆,PTT,1,"[('福佬人', '背骨'), ('閩南人', '背骨')]"
22321324,垃圾南部閩南黑道劣等雜種基因,PTT,1,"[('閩南', '南部')]"
22572991,吸毒？不就宮廟嗎？閩南人又智障了,PTT,1,"[('閩南人', '宮廟')]"
25122643,閩南宮廟血統人類不意外,PTT,1,"[('閩南', '宮廟')]"
25223757,閩南人心中無國家，只有利益,PTT,0,"[('閩南人', '利益')]"
25290146,一定是南部人本省人啦，這群丟臉的賤畜,PTT,1,"[('本省人', '南部')]"
25919442,南部閩南人就是賤骨頭,PTT,1,"[('閩南人', '南部')]"
26623625,你一定沒住過南部，閩南奇行種過馬路不看紅綠燈,PTT,1,"[('閩南', '南部'), ('閩南', '綠')]"
27711258,福佬殺豬主義更誇張，還會打老婆,PTT,1,"[('福佬', '殺豬')]"
28907458,台灣宮廟陣頭不就是閩南宮廟文化一樣？,PTT,0,"[('閩南', '宮廟')]"
29034367,福佬人很會出賣自己人,PTT,0,"[('福佬人', '出賣')]"
29161313,閩南語本身就是低俗人用的語言，跳八家將先考閩南語,PTT,1,"[('閩南', '八家將')]"
29443842,貪婪閩南奸商弄出來的結果,PTT,1,"[('閩南', '貪婪')]"
29659014,踩到福佬既得利益痛腳 ，趕快找理由打壓異己言論,PTT,0,"[('福佬', '利益')]"
29820515,反正投國民黨就對了，民進黨只會禍害國家事實證明本省人從血統上就差人一等,PTT,1,"[('本省人', '民進黨')]"
29877813,跟閩南人差不多，都是低能加自私,PTT,1,"[('閩南人', '自私')]"
30287018,都被閩南人做成番膏了吧,PTT,0,"[('閩南人', '番膏')]"
30652252,閩南人就風向仔啊，有事就閃躲飄，別人死光了再來收割，先喊先贏,PTT,1,"[('閩南人', '風向')]"
30652256,閩南人就沒愛國的，自家利益優先，輸了跪,PTT,1,"[('閩南人', '利益')]"
30728598,肯定閩南綠共老人,PTT,1,"[('閩南', '綠')]"
32077975,閩南人吃東西連錢都不帶，還耍賴、亂拉屎,PTT,1,"[('閩南人', '性格/行為')]"
32883354,閩南人多數都是貪生怕死愛財的廢物，台灣被滅掉只是早晚,PTT,1,"[('閩南人', '怕死'), ('閩南人', '貪')]"
33179713,閩南人唯利是圖，貪蠅頭小利，好騙難教，活該,PTT,1,"[('閩南人', '貪'), ('閩南人', '唯利是圖')]"
33221724,迪化街那邊一堆本省望族是深綠沒錯啊,PTT,0,"[('本省', '綠')]"
33340559,福佬人真的問題特別多，死要錢,PTT,1,"[('福佬人', '要錢')]"
33793603,福佬愛面子,PTT,0,"[('福佬', '愛面子')]"
33837820,有聽說過因為不少抓耙仔其實是本省籍，而且現在很綠的人,PTT,0,"[('本省', '綠'), ('本省', '抓耙仔')]"
33934010,廢除台灣宮廟文化，只是影響到閩南人而已,PTT,0,"[('閩南人', '宮廟')]"
34031354,本省人只辦宮廟養出一堆本省廢物,PTT,1,"[('本省人', '宮廟')]"
34226213,閩南人一堆背骨仔,PTT,1,"[('閩南人', '背骨')]"
14805,一堆低能的閩南豬,PTT,1,"[('閩南', '族群/種族歧視')]"
609971,閩南人又犯強姦，不意外,PTT,1,"[('閩南人', '性格/行為')]"
721119,閩南就是髒、沒品跟裝闊,PTT,1,"[('閩南', '性格/行為')]"
9375701,不讀書的都去當8+9囉，尤其是福佬人,PTT,1,"[('福佬人', '8+9')]"
9385213,你不會說閩南話，你不行當台灣人,PTT,0,"[('福佬人', '意識形態/政治')]"
35640664,不會講閩南話的假台灣人一起滾吧,PTT,1,"[('福佬人', '意識形態/政治')]"
